,annotations
847,"(array([[21]], dtype=uint8), array([[96]], dtype=uint8), array([[755]], dtype=uint16), array([[412]], dtype=uint16), array([[160]], dtype=uint8), array(['00848.jpg'], dtype='<U9'))"
848,"(array([[1]], dtype=uint8), array([[125]], dtype=uint8), array([[549]], dtype=uint16), array([[372]], dtype=uint16), array([[60]], dtype=uint8), array(['00849.jpg'], dtype='<U9'))"
849,"(array([[47]], dtype=uint8), array([[179]], dtype=uint8), array([[1227]], dtype=uint16), array([[812]], dtype=uint16), array([[134]], dtype=uint8), array(['00850.jpg'], dtype='<U9'))"
850,"(array([[9]], dtype=uint8), array([[85]], dtype=uint8), array([[335]], dtype=uint16), array([[209]], dtype=uint8), array([[195]], dtype=uint8), array(['00851.jpg'], dtype='<U9'))"
851,"(array([[30]], dtype=uint8), array([[308]], dtype=uint16), array([[1511]], dtype=uint16), array([[975]], dtype=uint16), array([[195]], dtype=uint8), array(['00852.jpg'], dtype='<U9'))"
852,"(array([[35]], dtype=uint8), array([[258]], dtype=uint16), array([[1218]], dtype=uint16), array([[908]], dtype=uint16), array([[153]], dtype=uint8), array(['00853.jpg'], dtype='<U9'))"
853,"(array([[45]], dtype=uint8), array([[41]], dtype=uint8), array([[420]], dtype=uint16), array([[280]], dtype=uint16), array([[71]], dtype=uint8), array(['00854.jpg'], dtype='<U9'))"
854,"(array([[29]], dtype=uint8), array([[66]], dtype=uint8), array([[614]], dtype=uint16), array([[433]], dtype=uint16), array([[137]], dtype=uint8), array(['00855.jpg'], dtype='<U9'))"
855,"(array([[51]], dtype=uint8), array([[105]], dtype=uint8), array([[341]], dtype=uint16), array([[189]], dtype=uint8), array([[41]], dtype=uint8), array(['00856.jpg'], dtype='<U9'))"
856,"(array([[57]], dtype=uint8), array([[87]], dtype=uint8), array([[569]], dtype=uint16), array([[437]], dtype=uint16), array([[118]], dtype=uint8), array(['00857.jpg'], dtype='<U9'))"
857,"(array([[139]], dtype=uint8), array([[416]], dtype=uint16), array([[1954]], dtype=uint16), array([[1149]], dtype=uint16), array([[2]], dtype=uint8), array(['00858.jpg'], dtype='<U9'))"
858,"(array([[11]], dtype=uint8), array([[32]], dtype=uint8), array([[575]], dtype=uint16), array([[357]], dtype=uint16), array([[30]], dtype=uint8), array(['00859.jpg'], dtype='<U9'))"
859,"(array([[273]], dtype=uint16), array([[145]], dtype=uint8), array([[658]], dtype=uint16), array([[366]], dtype=uint16), array([[104]], dtype=uint8), array(['00860.jpg'], dtype='<U9'))"
860,"(array([[83]], dtype=uint8), array([[103]], dtype=uint8), array([[500]], dtype=uint16), array([[371]], dtype=uint16), array([[102]], dtype=uint8), array(['00861.jpg'], dtype='<U9'))"
861,"(array([[36]], dtype=uint8), array([[47]], dtype=uint8), array([[964]], dtype=uint16), array([[444]], dtype=uint16), array([[119]], dtype=uint8), array(['00862.jpg'], dtype='<U9'))"
862,"(array([[26]], dtype=uint8), array([[98]], dtype=uint8), array([[623]], dtype=uint16), array([[431]], dtype=uint16), array([[77]], dtype=uint8), array(['00863.jpg'], dtype='<U9'))"
863,"(array([[25]], dtype=uint8), array([[128]], dtype=uint8), array([[959]], dtype=uint16), array([[450]], dtype=uint16), array([[103]], dtype=uint8), array(['00864.jpg'], dtype='<U9'))"
864,"(array([[11]], dtype=uint8), array([[74]], dtype=uint8), array([[392]], dtype=uint16), array([[255]], dtype=uint8), array([[17]], dtype=uint8), array(['00865.jpg'], dtype='<U9'))"
865,"(array([[11]], dtype=uint8), array([[79]], dtype=uint8), array([[627]], dtype=uint16), array([[480]], dtype=uint16), array([[52]], dtype=uint8), array(['00866.jpg'], dtype='<U9'))"
866,"(array([[20]], dtype=uint8), array([[135]], dtype=uint8), array([[557]], dtype=uint16), array([[367]], dtype=uint16), array([[87]], dtype=uint8), array(['00867.jpg'], dtype='<U9'))"
867,"(array([[17]], dtype=uint8), array([[38]], dtype=uint8), array([[231]], dtype=uint8), array([[152]], dtype=uint8), array([[88]], dtype=uint8), array(['00868.jpg'], dtype='<U9'))"
868,"(array([[35]], dtype=uint8), array([[75]], dtype=uint8), array([[592]], dtype=uint16), array([[334]], dtype=uint16), array([[187]], dtype=uint8), array(['00869.jpg'], dtype='<U9'))"
869,"(array([[38]], dtype=uint8), array([[74]], dtype=uint8), array([[326]], dtype=uint16), array([[205]], dtype=uint8), array([[28]], dtype=uint8), array(['00870.jpg'], dtype='<U9'))"
870,"(array([[373]], dtype=uint16), array([[350]], dtype=uint16), array([[780]], dtype=uint16), array([[631]], dtype=uint16), array([[45]], dtype=uint8), array(['00871.jpg'], dtype='<U9'))"
871,"(array([[69]], dtype=uint8), array([[109]], dtype=uint8), array([[461]], dtype=uint16), array([[284]], dtype=uint16), array([[55]], dtype=uint8), array(['00872.jpg'], dtype='<U9'))"
872,"(array([[517]], dtype=uint16), array([[291]], dtype=uint16), array([[765]], dtype=uint16), array([[462]], dtype=uint16), array([[163]], dtype=uint8), array(['00873.jpg'], dtype='<U9'))"
873,"(array([[49]], dtype=uint8), array([[142]], dtype=uint8), array([[426]], dtype=uint16), array([[307]], dtype=uint16), array([[70]], dtype=uint8), array(['00874.jpg'], dtype='<U9'))"
874,"(array([[34]], dtype=uint8), array([[79]], dtype=uint8), array([[749]], dtype=uint16), array([[461]], dtype=uint16), array([[96]], dtype=uint8), array(['00875.jpg'], dtype='<U9'))"
875,"(array([[51]], dtype=uint8), array([[121]], dtype=uint8), array([[588]], dtype=uint16), array([[387]], dtype=uint16), array([[75]], dtype=uint8), array(['00876.jpg'], dtype='<U9'))"
876,"(array([[61]], dtype=uint8), array([[33]], dtype=uint8), array([[241]], dtype=uint8), array([[195]], dtype=uint8), array([[78]], dtype=uint8), array(['00877.jpg'], dtype='<U9'))"
877,"(array([[101]], dtype=uint8), array([[162]], dtype=uint8), array([[882]], dtype=uint16), array([[650]], dtype=uint16), array([[6]], dtype=uint8), array(['00878.jpg'], dtype='<U9'))"
878,"(array([[16]], dtype=uint8), array([[196]], dtype=uint8), array([[670]], dtype=uint16), array([[405]], dtype=uint16), array([[91]], dtype=uint8), array(['00879.jpg'], dtype='<U9'))"
879,"(array([[16]], dtype=uint8), array([[99]], dtype=uint8), array([[439]], dtype=uint16), array([[254]], dtype=uint8), array([[8]], dtype=uint8), array(['00880.jpg'], dtype='<U9'))"
880,"(array([[18]], dtype=uint8), array([[63]], dtype=uint8), array([[885]], dtype=uint16), array([[663]], dtype=uint16), array([[191]], dtype=uint8), array(['00881.jpg'], dtype='<U9'))"
881,"(array([[140]], dtype=uint8), array([[122]], dtype=uint8), array([[1059]], dtype=uint16), array([[496]], dtype=uint16), array([[182]], dtype=uint8), array(['00882.jpg'], dtype='<U9'))"
882,"(array([[14]], dtype=uint8), array([[29]], dtype=uint8), array([[643]], dtype=uint16), array([[408]], dtype=uint16), array([[131]], dtype=uint8), array(['00883.jpg'], dtype='<U9'))"
883,"(array([[14]], dtype=uint8), array([[72]], dtype=uint8), array([[245]], dtype=uint8), array([[173]], dtype=uint8), array([[91]], dtype=uint8), array(['00884.jpg'], dtype='<U9'))"
884,"(array([[51]], dtype=uint8), array([[31]], dtype=uint8), array([[565]], dtype=uint16), array([[352]], dtype=uint16), array([[193]], dtype=uint8), array(['00885.jpg'], dtype='<U9'))"
885,"(array([[111]], dtype=uint8), array([[68]], dtype=uint8), array([[393]], dtype=uint16), array([[309]], dtype=uint16), array([[47]], dtype=uint8), array(['00886.jpg'], dtype='<U9'))"
886,"(array([[6]], dtype=uint8), array([[9]], dtype=uint8), array([[124]], dtype=uint8), array([[89]], dtype=uint8), array([[1]], dtype=uint8), array(['00887.jpg'], dtype='<U9'))"
887,"(array([[7]], dtype=uint8), array([[51]], dtype=uint8), array([[253]], dtype=uint8), array([[156]], dtype=uint8), array([[14]], dtype=uint8), array(['00888.jpg'], dtype='<U9'))"
888,"(array([[34]], dtype=uint8), array([[400]], dtype=uint16), array([[1555]], dtype=uint16), array([[1153]], dtype=uint16), array([[163]], dtype=uint8), array(['00889.jpg'], dtype='<U9'))"
889,"(array([[26]], dtype=uint8), array([[15]], dtype=uint8), array([[698]], dtype=uint16), array([[386]], dtype=uint16), array([[169]], dtype=uint8), array(['00890.jpg'], dtype='<U9'))"
890,"(array([[93]], dtype=uint8), array([[106]], dtype=uint8), array([[1160]], dtype=uint16), array([[799]], dtype=uint16), array([[185]], dtype=uint8), array(['00891.jpg'], dtype='<U9'))"
891,"(array([[32]], dtype=uint8), array([[48]], dtype=uint8), array([[1534]], dtype=uint16), array([[791]], dtype=uint16), array([[189]], dtype=uint8), array(['00892.jpg'], dtype='<U9'))"
892,"(array([[28]], dtype=uint8), array([[134]], dtype=uint8), array([[410]], dtype=uint16), array([[316]], dtype=uint16), array([[107]], dtype=uint8), array(['00893.jpg'], dtype='<U9'))"
893,"(array([[11]], dtype=uint8), array([[31]], dtype=uint8), array([[578]], dtype=uint16), array([[268]], dtype=uint16), array([[126]], dtype=uint8), array(['00894.jpg'], dtype='<U9'))"
894,"(array([[24]], dtype=uint8), array([[108]], dtype=uint8), array([[709]], dtype=uint16), array([[375]], dtype=uint16), array([[133]], dtype=uint8), array(['00895.jpg'], dtype='<U9'))"
895,"(array([[61]], dtype=uint8), array([[55]], dtype=uint8), array([[258]], dtype=uint16), array([[161]], dtype=uint8), array([[44]], dtype=uint8), array(['00896.jpg'], dtype='<U9'))"
896,"(array([[30]], dtype=uint8), array([[34]], dtype=uint8), array([[513]], dtype=uint16), array([[274]], dtype=uint16), array([[44]], dtype=uint8), array(['00897.jpg'], dtype='<U9'))"
897,"(array([[89]], dtype=uint8), array([[68]], dtype=uint8), array([[483]], dtype=uint16), array([[310]], dtype=uint16), array([[6]], dtype=uint8), array(['00898.jpg'], dtype='<U9'))"
898,"(array([[60]], dtype=uint8), array([[93]], dtype=uint8), array([[657]], dtype=uint16), array([[353]], dtype=uint16), array([[20]], dtype=uint8), array(['00899.jpg'], dtype='<U9'))"
899,"(array([[64]], dtype=uint8), array([[75]], dtype=uint8), array([[256]], dtype=uint16), array([[158]], dtype=uint8), array([[175]], dtype=uint8), array(['00900.jpg'], dtype='<U9'))"
900,"(array([[160]], dtype=uint8), array([[59]], dtype=uint8), array([[759]], dtype=uint16), array([[346]], dtype=uint16), array([[144]], dtype=uint8), array(['00901.jpg'], dtype='<U9'))"
901,"(array([[6]], dtype=uint8), array([[40]], dtype=uint8), array([[256]], dtype=uint16), array([[170]], dtype=uint8), array([[189]], dtype=uint8), array(['00902.jpg'], dtype='<U9'))"
902,"(array([[316]], dtype=uint16), array([[393]], dtype=uint16), array([[1755]], dtype=uint16), array([[1074]], dtype=uint16), array([[99]], dtype=uint8), array(['00903.jpg'], dtype='<U9'))"
903,"(array([[15]], dtype=uint8), array([[96]], dtype=uint8), array([[504]], dtype=uint16), array([[279]], dtype=uint16), array([[171]], dtype=uint8), array(['00904.jpg'], dtype='<U9'))"
904,"(array([[26]], dtype=uint8), array([[81]], dtype=uint8), array([[615]], dtype=uint16), array([[365]], dtype=uint16), array([[73]], dtype=uint8), array(['00905.jpg'], dtype='<U9'))"
905,"(array([[68]], dtype=uint8), array([[52]], dtype=uint8), array([[435]], dtype=uint16), array([[331]], dtype=uint16), array([[188]], dtype=uint8), array(['00906.jpg'], dtype='<U9'))"
906,"(array([[21]], dtype=uint8), array([[73]], dtype=uint8), array([[464]], dtype=uint16), array([[294]], dtype=uint16), array([[122]], dtype=uint8), array(['00907.jpg'], dtype='<U9'))"
907,"(array([[18]], dtype=uint8), array([[71]], dtype=uint8), array([[632]], dtype=uint16), array([[390]], dtype=uint16), array([[53]], dtype=uint8), array(['00908.jpg'], dtype='<U9'))"
908,"(array([[50]], dtype=uint8), array([[63]], dtype=uint8), array([[541]], dtype=uint16), array([[346]], dtype=uint16), array([[62]], dtype=uint8), array(['00909.jpg'], dtype='<U9'))"
909,"(array([[33]], dtype=uint8), array([[2]], dtype=uint8), array([[593]], dtype=uint16), array([[456]], dtype=uint16), array([[40]], dtype=uint8), array(['00910.jpg'], dtype='<U9'))"
910,"(array([[20]], dtype=uint8), array([[76]], dtype=uint8), array([[898]], dtype=uint16), array([[612]], dtype=uint16), array([[138]], dtype=uint8), array(['00911.jpg'], dtype='<U9'))"
911,"(array([[82]], dtype=uint8), array([[33]], dtype=uint8), array([[542]], dtype=uint16), array([[234]], dtype=uint8), array([[7]], dtype=uint8), array(['00912.jpg'], dtype='<U9'))"
912,"(array([[9]], dtype=uint8), array([[51]], dtype=uint8), array([[635]], dtype=uint16), array([[414]], dtype=uint16), array([[152]], dtype=uint8), array(['00913.jpg'], dtype='<U9'))"
913,"(array([[40]], dtype=uint8), array([[283]], dtype=uint16), array([[1546]], dtype=uint16), array([[964]], dtype=uint16), array([[149]], dtype=uint8), array(['00914.jpg'], dtype='<U9'))"
914,"(array([[206]], dtype=uint8), array([[222]], dtype=uint8), array([[746]], dtype=uint16), array([[467]], dtype=uint16), array([[95]], dtype=uint8), array(['00915.jpg'], dtype='<U9'))"
915,"(array([[15]], dtype=uint8), array([[70]], dtype=uint8), array([[622]], dtype=uint16), array([[378]], dtype=uint16), array([[148]], dtype=uint8), array(['00916.jpg'], dtype='<U9'))"
916,"(array([[11]], dtype=uint8), array([[51]], dtype=uint8), array([[442]], dtype=uint16), array([[198]], dtype=uint8), array([[92]], dtype=uint8), array(['00917.jpg'], dtype='<U9'))"
917,"(array([[37]], dtype=uint8), array([[180]], dtype=uint8), array([[615]], dtype=uint16), array([[445]], dtype=uint16), array([[20]], dtype=uint8), array(['00918.jpg'], dtype='<U9'))"
918,"(array([[127]], dtype=uint8), array([[155]], dtype=uint8), array([[525]], dtype=uint16), array([[383]], dtype=uint16), array([[132]], dtype=uint8), array(['00919.jpg'], dtype='<U9'))"
919,"(array([[56]], dtype=uint8), array([[23]], dtype=uint8), array([[776]], dtype=uint16), array([[372]], dtype=uint16), array([[4]], dtype=uint8), array(['00920.jpg'], dtype='<U9'))"
920,"(array([[88]], dtype=uint8), array([[367]], dtype=uint16), array([[1189]], dtype=uint16), array([[730]], dtype=uint16), array([[185]], dtype=uint8), array(['00921.jpg'], dtype='<U9'))"
921,"(array([[10]], dtype=uint8), array([[29]], dtype=uint8), array([[444]], dtype=uint16), array([[203]], dtype=uint8), array([[55]], dtype=uint8), array(['00922.jpg'], dtype='<U9'))"
922,"(array([[13]], dtype=uint8), array([[23]], dtype=uint8), array([[150]], dtype=uint8), array([[82]], dtype=uint8), array([[51]], dtype=uint8), array(['00923.jpg'], dtype='<U9'))"
923,"(array([[14]], dtype=uint8), array([[63]], dtype=uint8), array([[287]], dtype=uint16), array([[181]], dtype=uint8), array([[67]], dtype=uint8), array(['00924.jpg'], dtype='<U9'))"
924,"(array([[3]], dtype=uint8), array([[135]], dtype=uint8), array([[1199]], dtype=uint16), array([[771]], dtype=uint16), array([[73]], dtype=uint8), array(['00925.jpg'], dtype='<U9'))"
925,"(array([[8]], dtype=uint8), array([[37]], dtype=uint8), array([[237]], dtype=uint8), array([[142]], dtype=uint8), array([[42]], dtype=uint8), array(['00926.jpg'], dtype='<U9'))"
926,"(array([[25]], dtype=uint8), array([[68]], dtype=uint8), array([[618]], dtype=uint16), array([[365]], dtype=uint16), array([[174]], dtype=uint8), array(['00927.jpg'], dtype='<U9'))"
927,"(array([[75]], dtype=uint8), array([[130]], dtype=uint8), array([[702]], dtype=uint16), array([[396]], dtype=uint16), array([[57]], dtype=uint8), array(['00928.jpg'], dtype='<U9'))"
928,"(array([[22]], dtype=uint8), array([[29]], dtype=uint8), array([[498]], dtype=uint16), array([[204]], dtype=uint8), array([[66]], dtype=uint8), array(['00929.jpg'], dtype='<U9'))"
929,"(array([[31]], dtype=uint8), array([[89]], dtype=uint8), array([[296]], dtype=uint16), array([[187]], dtype=uint8), array([[33]], dtype=uint8), array(['00930.jpg'], dtype='<U9'))"
930,"(array([[86]], dtype=uint8), array([[194]], dtype=uint8), array([[570]], dtype=uint16), array([[426]], dtype=uint16), array([[191]], dtype=uint8), array(['00931.jpg'], dtype='<U9'))"
931,"(array([[37]], dtype=uint8), array([[57]], dtype=uint8), array([[392]], dtype=uint16), array([[294]], dtype=uint16), array([[59]], dtype=uint8), array(['00932.jpg'], dtype='<U9'))"
932,"(array([[48]], dtype=uint8), array([[36]], dtype=uint8), array([[576]], dtype=uint16), array([[469]], dtype=uint16), array([[181]], dtype=uint8), array(['00933.jpg'], dtype='<U9'))"
933,"(array([[90]], dtype=uint8), array([[31]], dtype=uint8), array([[922]], dtype=uint16), array([[699]], dtype=uint16), array([[23]], dtype=uint8), array(['00934.jpg'], dtype='<U9'))"
934,"(array([[3]], dtype=uint8), array([[77]], dtype=uint8), array([[615]], dtype=uint16), array([[463]], dtype=uint16), array([[146]], dtype=uint8), array(['00935.jpg'], dtype='<U9'))"
935,"(array([[8]], dtype=uint8), array([[13]], dtype=uint8), array([[644]], dtype=uint16), array([[255]], dtype=uint8), array([[15]], dtype=uint8), array(['00936.jpg'], dtype='<U9'))"
936,"(array([[18]], dtype=uint8), array([[56]], dtype=uint8), array([[223]], dtype=uint8), array([[142]], dtype=uint8), array([[141]], dtype=uint8), array(['00937.jpg'], dtype='<U9'))"
937,"(array([[69]], dtype=uint8), array([[59]], dtype=uint8), array([[736]], dtype=uint16), array([[415]], dtype=uint16), array([[43]], dtype=uint8), array(['00938.jpg'], dtype='<U9'))"
938,"(array([[11]], dtype=uint8), array([[95]], dtype=uint8), array([[619]], dtype=uint16), array([[301]], dtype=uint16), array([[171]], dtype=uint8), array(['00939.jpg'], dtype='<U9'))"
939,"(array([[109]], dtype=uint8), array([[113]], dtype=uint8), array([[360]], dtype=uint16), array([[233]], dtype=uint8), array([[21]], dtype=uint8), array(['00940.jpg'], dtype='<U9'))"
940,"(array([[57]], dtype=uint8), array([[139]], dtype=uint8), array([[537]], dtype=uint16), array([[364]], dtype=uint16), array([[126]], dtype=uint8), array(['00941.jpg'], dtype='<U9'))"
941,"(array([[226]], dtype=uint8), array([[220]], dtype=uint8), array([[926]], dtype=uint16), array([[543]], dtype=uint16), array([[62]], dtype=uint8), array(['00942.jpg'], dtype='<U9'))"
942,"(array([[249]], dtype=uint8), array([[129]], dtype=uint8), array([[699]], dtype=uint16), array([[394]], dtype=uint16), array([[50]], dtype=uint8), array(['00943.jpg'], dtype='<U9'))"
943,"(array([[248]], dtype=uint8), array([[169]], dtype=uint8), array([[737]], dtype=uint16), array([[454]], dtype=uint16), array([[46]], dtype=uint8), array(['00944.jpg'], dtype='<U9'))"
